GWBcode8;GWBlabel
3120209;Verspreide huizen van Werkhoven
3130001;Bunschoten
3130002;Spakenburg
3130003;Eemdijk
3130004;Broerswetering
3130005;Bikkersvaart
3130006;Blokhuiswetering
3130007;De Haar
3130008;Verspreide huizen
3130009;Koenraadswetering
3130011;Rengerswetering
3170210;Eembrugge
3170211;Eemmeer-Eemnes
3170212;Eemnes-Dorp
3170213;Eempolder
3170214;Polder te Veen
3170215;Goyergracht
3170216;Heidehoek
3170217;Noordbuurt
3170218;Wakkerendijk-Meentweg
3170219;Zuidbuurt
3211010;Oude Dorp
3211011;Oorden
3211012;Hoven
3211013;Gaarden
3211014;Hoeven
3211015;Erven
3211016;Poorten
3211017;Slagen
3211018;Borchen
3211019;Campen
3211050;Rondweg Noord-West
3211120;Centrum West
3211121;Centrum Oost
3211122;Molens
3211123;Hagen
3211124;weiden
3211125;Gilden
3211126;velden
3211127;Sloten
3211128;Bermen
3211129;Akkers
3211151;Rondweg Noord-Oost
3211230;Bouwen
3211231;Houten
3211232;Waters
3211233;Polders
3211234;Stenen
3211235;muren
3211236;Castellum West
3211237;Castellum Oost
3211238;Schaften
3211252;Rondweg Zuid-West
3211340;Landen
3211341;Tuinen
3211342;Sporen
3211343;Meren
3211344;Mossen
3211345;Grassen
3211353;Rondweg Zuid-Oost
3212054;De Staart
3212055;Kaden
3212056;vesten
3212057;Schepen
3212058;Boten
3212059;Honen
3212060;Hof van Wulven
3212061;Bruggen
3212062;Bogen
3212063;De Poel
3212064;Buitengebied Houten West
3212065;Buitengebied Houten Oost
3213070;Dorp 't Goy
3213071;'t Goysedorp
3213172;Buitengebied 't Goy
3214080;'t Waal
3214081;Tull
3214182;Buitengebied Tull en 't Waal
3215090;Dorp Schalkwijk West
3215091;Dorp Schalkwijk Oost
3215192;Buitengebied Schalkwijk West
3215193;Buitengebied Schalkwijk Oost
3270000;Hamershof
3270001;Akkerhoeve
3270002;Noorwijck
3270003;Langenbeek
3270004;Zwanenburg
3270005;Munnikhove
3270006;Bosveld
3270007;Claverenblad
3270008;Wildenburg
3270009;Buitengebied Leusden-Centrum Oost
3270100;Hamersveld-Oud
3270101;Hamersveld-Nieuw
3270102;Rozenboom
3270103;Rozendaal
3270104;Alandsbeek-West
3270105;Alandsbeek-Oost
3270106;De Wetering
3270107;Rossenberg
3270108;Groenhouten
3270109;Buitengebied Leusden-Centrum West
3270200;Kern Leusden-Zuid
3270201;Tabaksteeg
3270209;Buitengebied Leusden-Zuid
3270300;Kern Achterveld
3270309;Buitengebied Achterveld
3270400;Stoutenburg
3270500;'t Ruige Veld
3270501;'t Vliet
3310000;Lopik-Dorp
3310001;Graaf
3310002;Uitweg
3310003;Lopikerkapel
3310004;Jaarsveld
3310005;Wielsekade
3310006;Cabauw
3310007;Zevender
3310008;Lekdijk tussen Jaarsveld en Schoonhoven
3310009;Langs de Lekdijk Lopikerwaard
3310010;Benschop-Dorp
3310019;Benschop Boveneind-Benedeneind
3310020;Polsbroek-Dorp
3310029;Polsbroek-Noordzijdseweg-Zuidzijdseweg
3350000;Montfoort
3350001;Tabakshof en Heeswijk (gedeeltelijk)
3350100;Linschoten
3350101;Polanen
3350102;Cattenbroek
3350103;Heeswijk
3350108;Verspreide huizen Linschoten
3350109;Verspreide huizen Mastwijk
3350200;Willeskop
3350201;Blokland
3350202;Beneden Kerkweg
3350209;Verspreide huizen
3390000;Renswoude
3390009;Verspreide huizen
3400001;Rhenen Binnenstad
3400101;Cunera
3400102;Vogelenzang
3400103;Grebbekwartier Zuid
3400104;Grebbekwartier Noord
3400105;Bruine Eng
3400201;Molenberg
3400202;Donderberg
3400203;Koerheuvel
3400301;Rhenen Hoog
3400302;Domineesberg
3400303;Helling Bergweg
3400401;Grebbeberg
3400501;Randzone
3400502;Veeneind
3400503;Rhenendael
3400504;Prattenburg
3400601;Binnenveld
3400701;Achterberg
3400702;De Horst
3400703;Achterberg West
3400801;Uiterwaarden Rhenen
3400901;Remmerden
3401001;Heuvelrug Rhenen
3401101;Heuvelrug Elst
3401201;Uiterwaarden Elst
3401301;De Vordel
3401302;Elst Centrum
3401303;Het Bosje
3401304;Elst West
3420101;Industrieterrein Soest
3420102;'t Hart
3420103;Soestdijk
3420201;Klaarwater
3420301;Pijnenburg
3420302;Het Soesterveen
3420303;De Grachten
3420304;Boerenstreek
3420401;De Eng Noord West
3420402;De Eng
3420403;Soest Midden
3420404;Eemgebied
3420405;De Eng Zuid
3420501;Smitsveen
3420601;De Zoom
3420602;Wieksloot
3420604;Hees
3420605;Klein Engendaal
3420606;Klein Engendaal Noord
3420701;Soest Zuid
3420702;De Birkt
3420703;Soestduinen
3420704;Duinen Gebied
3420705;Paltz
3420706;Vlasakkers
3420801;Soesterberg Noord
3420802;Soesterberg Oost
3420803;Leusderheide
3420804;Soesterberg Kom
3440111;Welgelegen, Den Hommel
3440112;Oog in Al
3440113;Halve Maan-Zuid
3440114;Halve Maan-Noord
3440121;Lombok-Oost
3440122;Leidseweg en omgeving
3440123;Lombok-West
3440124;Laan van Nieuw-Guinea, Spinozaweg e.o.
3440131;Nieuw Engeland, Th. a. Kempisplantsoen en omgevin
3440132;Schepenbuurt, Cartesiusweg e.o.
3440133;Bedrijventerrein Lageweide
3440211;Pijlsweerd-Zuid
3440212;Pijlsweerd-Noord
3440221;Nijenoord, Hoogstraat en omgeving
3440222;Ondiep
3440223;2e Daalsebuurt en omgeving
3440224;Egelantierstraat, Mariëndaalstraat e.o.
3440231;Julianapark en omgeving
3440232;Elinkwijk en omgeving
3440233;Prins Bernhardplein en omgeving
3440241;Geuzenwijk
3440242;Schaakbuurt en omgeving
3440243;Queeckhovenplein en omgeving
3440244;Zuilen-Noord
3440311;Taag- en Rubicondreef en omgeving
3440312;Wolga- en Donaudreef en omgeving
3440321;Zamenhofdreef en omgeving
3440322;Neckardreef en omgeving
3440331;Vechtzoom-zuid
3440332;Vechtzoom-noord, Klopvaart
3440333;Bedrijventerrein en omgeving
3440341;Zambesidreef en omgeving
3440342;Tigrisdreef en omgeving
3440343;Poldergebied Overvecht
3440411;Vogelenbuurt
3440412;Lauwerecht
3440413;Staatsliedenbuurt
3440414;Tuinwijk-West
3440415;Tuinwijk-Oost
3440421;Tuindorp en Van Lieflandlaan-West
3440422;Tuindorp-Oost
3440423;Voordorp en Voorveldsepolder
3440431;Huizingalaan, K. Doormanlaan en omgeving
3440432;Zeeheldenbuurt, Hengeveldstraat en omgeving
3440433;Wittevrouwen
3440511;Buiten Wittevrouwen
3440512;Oudwijk
3440521;Abstede, Tolsteegsingel e.o.
3440522;Sterrenwijk
3440523;Rubenslaan en omgeving
3440524;Watervogelbuurt
3440525;L. Napoleonplantsoen en omgeving
3440526;Maarschalkerweerd en Mereveld
3440531;Schildersbuurt
3440532;Wilhelminapark en omgeving
3440533;De Uithof
3440534;Rijnsweerd
3440535;Galgenwaard en omgeving
3440611;Domplein, Neude, Janskerkhof
3440612;Lange Elisabethstraat, Mariaplaats en omgeving
3440613;Hoog-Catharijne NS en Jaarbeurs
3440621;Wijk C
3440622;Breedstraat en Plompetorengracht en omgeving
3440623;Nobelstraat en omgeving
3440624;Springweg en omgeving Geertebuurt
3440625;Lange Nieuwstraat en omgeving
3440626;Nieuwegracht-Oost
3440627;Bleekstraat en omgeving
3440628;Hooch Boulandt
3440711;Lunetten-Noord
3440712;Lunetten-Zuid
3440721;Tolsteeg en Rotsoord
3440722;Oud Hoograven-Noord
3440723;Oud Hoograven-Zuid
3440731;Bokkenbuurt
3440732;Nieuw Hoograven-Noord
3440733;Nieuw Hoograven-Zuid
3440811;Dichterswijk
3440812;Rivierenwijk
3440821;Bedrijvengebied Kanaleneiland
3440822;Transwijk-Zuid
3440823;Transwijk-Noord
3440831;Kanaleneiland-Zuid
3440832;Kanaleneiland-Noord
3440911;Bedrijventerrein De Wetering
3440912;Terwijde-West
3440913;Terwijde-Oost
3440921;Het Zand-West
3440922;Het Zand-Oost
3440931;Leidsche Rijn-Centrum
3440932;Grauwaart
3440933;Hoge Weide
3440934;Leeuwesteyn
3440941;Parkwijk-Noord
3440942;Parkwijk-Zuid
3440943;Langerak
3440951;Rijnvliet
3440952;Bedrijvengebied Strijkviertel
3440953;Bedrijvengebied Papendorp
3441011;Haarrijn
3441012;Haarzuilens en omgeving
3441013;Vleuten
3441014;Máximapark
3441021;Vleuterweide-West
3441022;Vleuterweide-Noord/Oost/Centrum
3441023;Vleuterweide-Zuid
3441024;Veldhuizen
3441031;De Meern-Noord
3441032;De Meern-Zuid
3441033;Bedrijvengebied Oudenrijn
3441041;Rijnenburg
3450000;Koopcentrum
3450001;Vijgendam en omgeving
3450002;Schrijverswijk
3450003;Beatrixstraat en omgeving
3450100;Dragonder-Noord
3450101;Dragonder-Zuid
3450102;De Compagnie-Oost
3450103;Spitsbergen
3450104;Dragonder-Oost
3450105;Veenendaal-Oost
3450200;Engelenburg
3450201;Het Ambacht
3450202;Boslaan en omgeving
3450203;Petenbos
3450204;Petenbos-Oost
3450205;Nijverkamp
3450206;De Groene Velden
3450207;De Blauwe Hel
3450208;Bezuiden de Middelbuurtseweg
3450300;'t Goeie Spoor en omgeving
3450301;Franse Gat
3450302;Salamander
3450400;Molenbrug
3450401;'t Hoorntje
3450402;De Pol
3450403;De Gelderse blom
3450404;De Compagnie
3450405;De Batterijen
3450500;Oudeveen en De Schans en omgeving
3450501;Componistenbuurt
3450502;Vogelbuurt
3450503;Schepenbuurt
3450504;Dichtersbuurt
3450505;De Faktorij en De Vendel
3450506;Fort Buurtsteeg
3450507;Bezuiden de Dijkstraat
3510001;De Grift
3510002;Nico Bergsteijn
3510003;Nieuwoord
3510004;Laanzicht
3510005;Het Zeeland
3510006;Het Groene Woud
3510007;Woudenberg-Oost
3510008;Bedrijventerrein
3510009;Den Treek-Henschoten
3510010;Geerestein
3510011;Voskuilen
3510012;Rumelaar-Lambalgen
3520000;Binnenstad
3520001;De Engk
3520002;Frankenhof
3520003;De Heul
3520004;Noorderwaard-Noord
3520005;Noorderwaard-Zuid
3520006;De Horden Stenen en Ovens
3520007;De Horden Rivieren
3520008;De Horden Schepen
3520009;De Horden Parckwijk
3520010;Bedrijventerrein Broekweg & Langshaven
3520011;De Geer
3520100;Buitengebied Wijk bij Duurstede
3520101;Buitengebied ten zuiden van Amsterdam-Rijnkanaal
3520200;Cothen
3520201;Buitengebied Cothen
3520300;Langbroek
3520301;Buitengebied Langbroek
3530001;IJsselstein-Binnenstad
3530002;Nieuwpoort
3530003;Groenvliet
3530004;Kasteelkwartier
3530005;Europakwartier
3530006;Oranjekwartier
3530007;IJsselveld-Oost
3530008;IJsselveld-West
3530009;IJsseloevers
3530010;Hazenveld en Overwaard
3530011;Rijpickerwaard
3530012;Panoven
3530013;Paardenveld
3530014;Over Oudland
3530015;Industrieterrein Lage Dijk
3530016;Bedrijventerrein De Corridor
3530017;De Hoven en De Boomgaard
3530018;De Tuinen
3530019;Het Hart
3530020;De Wereldsteden
3530021;De Rivieren
3530022;Het Staatse
3530023;Benschopperpoort en Het Podium
3530024;Achterveld-Zuid
3530025;Achterveld-West
3530026;Achterveld-Noord
3530027;Achterveld-Oost
3530028;Eiterse Waard
3530029;Landelijk gebied Noord
3530030;Landelijk gebied Zuid
3550101;Carré
3550102;Centrumschil-Zuid
3550103;Centrumschil-Noord
3550104;Lyceumkwartier
3550105;Het Slot en omgeving
3550201;Patijnpark
3550202;Dijnselburg
3550203;Staatsliedenkwartier
3550204;Mooi Zeist
3550205;Vollenhove
3550206;Utrechtseweg
3550301;Griffensteijn en Kersbergen
3550302;Nijenheim
3550303;Crosesteijn
3550304;Vogelwijk
3550305;Brugakker
3550306;De Clomp
3550307;Couwenhoven
3550308;Blikkenburg e.o.
3550309;Weidegebied
3550401;Hoge Dennen
3550402;Kerckebosch
3550403;Driebergseweg
3550404;Station NS
3550405;Zeister Bos
3550406;Austerlitz
3550407;Verspreide huizen Austerlitz
3550501;Huis ter Heide-Zuid
3550502;Huis ter Heide-Noord
3550503;Bosch en Duin
3550504;Beukbergen
3550505;Den Dolder-Zuid
3550506;Den Dolder-Noord
3550507;Soestdijkerweg en omgeving
3550508;Sterrenberg
3560100;Jutphaas Wijkersloot
3560200;Zuilenstein
3560300;Batau Zuid
3560400;Batau Noord
3560500;Doorslag
3560600;Huis de Geer
3560700;Blokhoeve
3560800;Galecop
3561000;Fokkesteeg
3561100;Hoogzandveld
3561200;Lekboulevard
3561300;Vreeswijk
3561400;Merwestein
3561500;Park Oudegein
3561600;Zandveld
3561800;Het Klooster
3562000;Laagraven
3562100;Plettenburg
3562200;De Wiers
3562300;Hoge Landen
3562400;Stadscentrum
3562500;Rijnhuizen
3580000;Centrum
3580001;Stommeer
3580004;Hornmeer
3580005;Uiterweg
3580100;Kudelstaart
3580200;Bovenlanden
3580201;Greenpark
3580205;Oosteinde
3580206;Schinkelpolder
3610100;Kooimeer
3610101;Dillenburg en Stadhouderskwartier
3610102;Staatsliedenkwartier en Landstraten
3610103;Oud-Rochdale
3610104;Emmakwartier
3610105;Nassaukwartier en Hout
3610106;Oranjepark
3610107;Cranenbroek
3610108;Bloemwijk en Zocherkwartier
3610109;Burgemeesterskwartier
3610200;Rekerbuurt en Ooievaarsnest
3610201;Oudorp-Noord en Oudorp-Oost
3610202;Oudorp-Centrum
3610203;Schermereiland en Omval
3610204;Oudorperpolder-Zuid
3610205;Oudorperpolder-Midden
3610206;Oudorperpolder-Noord
3610208;De Nollen
3610209;Beverkoog
3610300;Oud-Overdie
3610301;Oosterhout
3610302;Overdie-Oost
3610303;Overdie-West
3610308;Boekelermeer-Zuid
3610309;Boekelermeer-Noord
3610400;De Hoef III en IV
3610401;De Hoef I en II
3610402;Bergerwegkwartier
3610403;Bergerhof en Blaeustraatkwartier
3610404;Bergermeer
3610409;Landelijk gebied-West
3610500;Huiswaard-1-Zuid
3610501;Muiderwaard
3610502;Huiswaard-2-West
3610503;Huiswaard-2-Oost
3610600;'t Rak-Zuid
3610601;'t Rak-Noord
3610602;De Horn-Noord
3610603;De Horn-Zuid
3610604;De Mare
3610700;Daalmeer-Zuidoost
3610701;Daalmeer-Zuidwest
3610702;Koedijk en De Weijdt
3610703;Daalmeer-Noordwest
3610704;Daalmeer-Noordoost
3610709;Landelijk gebied Noord
3610800;Binnenstad-West
3610801;Binnenstad-Oost
3610802;Spoorbuurt
3610803;Overstad
3610900;Oterleek
3610901;Ursem gem. S
3610902;Stompetoren
3610903;Schermerhorn
3610904;Zuidschermer
3610905;Driehuizen
3610906;Grootschermer
3611000;Noordeinde
3611001;West-Graftdijk
3611002;Graft
3611003;De Rijp
3611004;Oost-Graftdijk
3611005;Starnmeer
3611006;Markenbinnen
3611100;Vroonermeer-Zuid
3611101;Vroonermeer-Noord
3620101;Randwijck West
3620102;Randwijck Oost
3620201;Oranjebuurt
3620202;Patrimonium
3620301;Elsrijk West
3620302;Kruiskerkbuurt
3620303;Vredeveldbuurt
3620304;Elsrijk Oost
3620401;Stadshart
3620501;Uilenstede
3620502;Kronenburg
3620601;Heldenbuurt
3620602;Zeestratenbuurt
3620603;Boekenbuurt
3620604;Operabuurt
3620701;Middelpolder
3620702;Buurt over Ouderkerk
3620801;Oude Dorp
3620802;Kastanjebuurt
3620803;Van der Leekbuurt
3620804;Populierenbuurt
3620805;Augustinuspark
3620806;Startbaanbuurt
3620901;Langerhuize
3620902;Alpen Rondwegbuurt
3620903;In de Wolkenbuurt
3620904;Watercirkelbuurt
3620905;Kringloopbuurt
3621001;Beroepenbuurt
3621002;Hemellichamenbuurt
3621003;Punterbuurt
3621004;Molenbuurt
3621005;Galjoenbuurt
3621101;Bovenkerk
3621102;Buitenplaatsenbuurt
3621103;Betsy Perkbuurt
3621104;Legmeer
3621105;Landschappenbuurt
3621106;Theaterbuurt
3621201;Kastelenbuurt
3621202;Schrijversbuurt
3621203;Kruidenbuurt
3621204;De Scheg
3621301;Nes aan de Amstel
3621302;Legmeerpolder
3621401;Amsterdamse Bos Noord
3621402;Amsterdamse Bos Zuid
3630000;Kop Zeedijk
3630001;Oude Kerk e.o.
3630002;Burgwallen Oost
3630003;Nes e.o.
3630004;BG-terrein e.o.
3630100;Stationsplein e.o.
3630101;Hemelrijk
3630102;Nieuwendijk Noord
3630103;Spuistraat Noord
3630104;Nieuwe Kerk e.o.
3630105;Spuistraat Zuid
3630106;Begijnhofbuurt
3630107;Kalverdriehoek
3630200;Langestraat e.o.
3630201;Leliegracht e.o.
3630202;Felix Meritisbuurt
3630203;Leidsegracht Noord
3630300;Spiegelbuurt
3630301;Gouden Bocht
3630302;Van Loonbuurt
3630303;Amstelveldbuurt
3630304;Rembrandtpleinbuurt
3630305;Reguliersbuurt
3630306;Leidsegracht Zuid
3630400;Oosterdokseiland
3630401;Scheepvaarthuisbuurt
3630402;Rapenburg
3630403;Lastage
3630404;Nieuwmarkt
3630405;Uilenburg
3630406;Valkenburg
3630407;Zuiderkerkbuurt
3630408;Waterloopleinbuurt
3630500;Westerdokseiland
3630501;Haarlemmerbuurt Oost
3630502;Haarlemmerbuurt West
3630503;Westelijke eilanden
3630505;Planciusbuurt Noord
3630506;Planciusbuurt Zuid
3630600;Driehoekbuurt
3630602;Bloemgrachtbuurt
3630603;Marnixbuurt Noord
3630604;Zaagpoortbuurt
3630605;Marnixbuurt Midden
3630606;Elandsgrachtbuurt
3630607;Passeerdersgrachtbuurt
3630608;Groenmarktkadebuurt
3630609;Marnixbuurt Zuid
3630610;Anjeliersbuurt Noord
3630611;Anjeliersbuurt Zuid
3630700;Leidsebuurt Noordwest
3630701;Leidsebuurt Zuidwest
3630702;Leidsebuurt Noordoost
3630703;Leidsebuurt Zuidoost
3630704;Weteringbuurt
3630705;Den Texbuurt
3630706;Utrechtsebuurt Zuid
3630707;Frederikspleinbuurt
3630800;Weesperbuurt
3630801;Sarphatistrook
3630803;Plantage
3630804;Alexanderplein e.o.
3630900;Marine-Etablissement
3630901;Kattenburg
3630902;Wittenburg
3630903;Oostenburg
3630904;Czaar Peterbuurt
3630905;Het Funen
3630907;Kazernebuurt
3630908;Kadijken
3631000;Coenhaven/Mercuriushaven
3631001;Alfa-driehoek
3631002;Petroleumhaven
3631003;Westhaven Noord
3631004;Vervoerscentrum
3631005;Amerikahaven
3631006;Afrikahaven
3631007;Westhaven Zuid
3631100;Sloterdijk II
3631102;Sloterdijk III Oost
3631103;Sloterdijk III West
3631104;De Heining
3631105;Teleport
3631107;Bretten Oost
3631109;Bretten West
3631200;Houthavens West
3631201;Houthavens Oost
3631300;Zeeheldenbuurt
3631301;Spaarndammerbuurt Noordoost
3631302;Spaarndammerbuurt Zuidoost
3631303;Spaarndammerbuurt Zuidwest
3631304;Spaarndammerbuurt Midden
3631305;Spaarndammerbuurt Noordwest
3631306;Westergasfabriek
3631307;Overbraker Binnenpolder
3631400;De Wittenbuurt Noord
3631401;De Wittenbuurt Zuid
3631402;Staatsliedenbuurt Noordoost
3631403;Fannius Scholtenbuurt
3631404;Westerstaatsman
3631405;Buyskade e.o.
3631500;Ecowijk
3631501;Markthallen
3631502;Bedrijvencentrum Westerkwartier
3631503;Marcanti
3631600;Frederik Hendrikbuurt Noord
3631601;Frederik Hendrikbuurt Zuidoost
3631602;Frederik Hendrikbuurt Zuidwest
3631700;Da Costabuurt Noord
3631800;Bellamybuurt Noord
3631801;Bellamybuurt Zuid
3631900;Da Costabuurt Zuid
3631901;Borgerbuurt
3631902;Lootsbuurt
3632000;Helmersbuurt Oost
3632001;WG-terrein
3632002;Cremerbuurt Oost
3632100;Cremerbuurt West
3632101;Vondelparkbuurt West
3632200;Vondelparkbuurt Oost
3632201;Vondelparkbuurt Midden
3632300;Zuidas Noord
3632301;RAI
3632302;VU-kwartier
3632303;Zuidas Zuid
3632304;Vivaldi
3632400;Hemonybuurt
3632401;Gerard Doubuurt
3632402;Frans Halsbuurt
3632403;Hercules Seghersbuurt
3632404;Sarphatiparkbuurt
3632500;Willibrordusbuurt
3632501;Van der Helstpleinbuurt
3632502;Lizzy Ansinghbuurt
3632503;Cornelis Troostbuurt
3632600;Diamantbuurt
3632601;Burgemeester Tellegenbuurt Oost
3632602;Burgemeester Tellegenbuurt West
3632700;Swammerdambuurt
3632701;Weesperzijde Midden/Zuid
3632702;Parooldriehoek
3632800;Oosterparkbuurt Noordwest
3632801;Oosterpark
3632802;Oosterparkbuurt Zuidoost
3632803;Oosterparkbuurt Zuidwest
3632900;Dapperbuurt Noord
3632901;Dapperbuurt Zuid
3632902;Oostpoort
3633000;Transvaalbuurt West
3633001;Transvaalbuurt Oost
3633100;Noordwestkwadrant Indische buurt Noord
3633101;Noordwestkwadrant Indische buurt Zuid
3633102;Zuidwestkwadrant Indische buurt
3633200;Noordoostkwadrant Indische buurt
3633201;Zuidoostkwadrant Indische buurt
3633202;Zeeburgerdijk Oost
3633203;Flevopark
3633300;Oostelijke Handelskade
3633301;Rietlanden
3633302;Java-eiland
3633303;KNSM-eiland
3633304;Sporenburg
3633305;Borneo
3633306;Entrepot-Noordwest
3633307;Architectenbuurt
3633308;Bedrijvengebied Veelaan
3633309;Bedrijvengebied Cruquiusweg
3633310;Bedrijvengebied Zeeburgerkade
3633400;Zeeburgereiland Noordwest
3633402;Zeeburgereiland Zuidoost
3633403;Zeeburgereiland Zuidwest
3633404;Nieuwe Diep/Diemerpark
3633405;RI Oost terrein
3633406;Zeeburgereiland Noordoost
3633500;Steigereiland Noord
3633501;Steigereiland Zuid
3633502;Haveneiland Zuidwest/Rieteiland West
3633504;Haveneiland Noordwest
3633505;Haveneiland Noordoost
3633600;Woon- en Groengebied Sloterdijk
3633601;Bedrijventerrein Sloterdijk I
3633700;Bedrijventerrein Landlust
3633702;Bosleeuw
3633703;Landlust Zuid
3633704;Erasmusparkbuurt Oost
3633705;Gibraltarbuurt
3633706;Landlust Noord
3633802;Erasmusparkbuurt West
3633803;Robert Scottbuurt Oost
3633900;Robert Scottbuurt West
3633901;Laan van Spartaan
3633902;Kolenkitbuurt Zuid
3633903;Kolenkitbuurt Noord
3634000;Geuzenhofbuurt
3634001;Trompbuurt
3634002;Pieter van der Doesbuurt
3634100;John Franklinbuurt
3634101;Jan Maijenbuurt
3634102;Orteliusbuurt Noord
3634103;Mercatorpark
3634200;Balboaplein e.o.
3634201;Columbusplein e.o.
3634202;Orteliusbuurt Midden
3634203;Orteliusbuurt Zuid
3634300;Paramariboplein e.o.
3634301;Postjeskade e.o.
3634400;Surinamepleinbuurt
3634401;Westlandgrachtbuurt
3634402;Aalsmeerwegbuurt West
3634403;Aalsmeerwegbuurt Oost
3634404;Legmeerpleinbuurt
3634405;Bedrijventerrein Schinkel
3634500;Schinkelbuurt Noord
3634501;Schinkelbuurt Zuid
3634600;Valeriusbuurt Oost
3634601;Valeriusbuurt West
3634602;Willemsparkbuurt Noord
3634603;Vondelpark West
3634700;Johannnes Vermeerbuurt
3634701;P.C. Hooftbuurt
3634702;Concertgebouwbuurt
3634703;Cornelis Schuytbuurt
3634704;Banpleinbuurt
3634705;Hondecoeterbuurt
3634706;Harmoniehofbuurt
3634707;Museumplein
3634708;Vondelpark Oost
3634709;Duivelseiland
3634800;Bertelmanpleinbuurt
3634801;Marathonbuurt Oost
3634802;Marathonbuurt West
3634803;Olympisch Stadion e.o.
3634804;IJsbaanpad e.o.
3634805;Van Tuyllbuurt
3634900;Diepenbrockbuurt
3634901;Beethovenbuurt
3634902;Hiltonbuurt
3634903;Minervabuurt Noord
3634904;Minervabuurt Midden
3634905;Minervabuurt Zuid
3635000;Strandeiland
3635001;Middeneiland Zuidoost
3635003;Middeneiland Zuidwest
3635005;Buiteneiland
3635006;Centrumeiland
3635100;Rieteiland Oost
3635101;Haveneiland Oost
3635102;Haveneiland Noord
3635200;Wielingenbuurt
3635201;Scheldebuurt West
3635202;Scheldebuurt Midden
3635203;Scheldebuurt Oost
3635206;Veluwebuurt
3635207;Kop Zuidas
3635300;IJselbuurt West
3635301;IJselbuurt Oost
3635400;Kromme Mijdrechtbuurt
3635401;Rijnbuurt Oost
3635402;Rijnbuurt Midden
3635403;Rijnbuurt West
3635404;Zorgvlied
3635501;De Eenhoorn
3635502;Julianapark
3635503;Don Bosco
3635504;Frankendael
3635505;Tuindorp Amstelstation
3635506;De Wetbuurt
3635507;Tuindorp Frankendael
3635508;Van der Kunbuurt
3635600;Linnaeusparkbuurt
3635601;Middenmeer Noord
3635602;Middenmeer Zuid
3635603;Sportpark Middenmeer Zuid
3635604;Sportpark Middenmeer Noord
3635605;Park de Meer
3635606;Sportpark Voorland
3635607;Science Park Noord
3635608;Science Park Zuid
3635700;Betondorp
3635701;Nieuwe Oosterbegraafplaats
3635702;Drieburg
3635801;Weespertrekvaart
3635804;Amstelglorie
3635805;Overamstel
3635806;Amstelkwartier Noord
3635807;De Omval
3635808;Amstelkwartier Zuid
3635809;Amstelkwartier West
3635900;Prinses Irenebuurt
3635901;Beatrixpark
3636000;Van der Pekbuurt
3636001;Bloemenbuurt Zuid
3636002;Bloemenbuurt Noord
3636100;IJplein e.o.
3636101;Vogelbuurt Zuid
3636102;Vogelbuurt Noord
3636103;Vliegenbos
3636200;Tuindorp Nieuwendam West
3636201;Tuindorp Nieuwendam Oost
3636300;Blauwe Zand
3636400;Buiksloterdijk West
3636401;Buiksloterdijk Oost
3636402;Nieuwendammmerdijk West
3636403;Nieuwendammerdijk Oost
3636404;Nieuwendammerdijk Zuid
3636500;Tuindorp Oostzaan West
3636501;Tuindorp Oostzaan Oost
3636502;Terrasdorp
3636503;De Bongerd
3636601;Oostzanerdijk
3636602;Walvisbuurt
3636603;Twiske West
3636604;Noorder IJplas
3636605;Molenwijk
3636606;Circus/Kermisbuurt
3636700;Kadoelen
3636701;Twiske Oost
3636800;Baanakkerspark Noord
3636801;Baanakkerspark Zuid
3636802;Werengouw Midden
3636803;Markengouw Midden
3636804;Markengouw Zuid
3636805;Werengouw Zuid
3636900;Rode Kruisbuurt
3636902;Loenermark
3636909;Buikslotermeerplein
3636910;Plan van Gool
3636911;De Kleine Wereld
3636912;Buikslotermeer Noord
3637000;Banne Zuidwest
3637001;Banne Zuidoost
3637002;Banne Noordwest
3637003;Banne Noordoost
3637004;Buiksloterbreek
3637005;Marjoleinterrein
3637102;Papaverweg e.o.
3637104;Cornelis Douwesterrein
3637105;NDSM terrein
3637106;Buiksloterham
3637107;Overhoeks
3637200;Bedrijventerrein Hamerstraat
3637201;Zamenhofstraat e.o.
3637202;Bedrijventerrein Nieuwendammerdijk
3637300;Schellingwoude West
3637301;Schellingwoude Oost
3637302;Schellingwoude Noord
3637303;Durgerdam
3637304;Zwarte Gouw
3637305;Ransdorp
3637306;Holysloot
3637307;Zunderdorp
3637308;Noorderstrook West
3637309;Noorderstrook Oost
3637400;Nintemanterrein
3637401;Elzenhagen Zuid
3637402;Elzenhagen Noord
3637500;Kortenaerkwartier
3637501;Filips van Almondekwartier
3637502;De Wester Quartier
3637503;Van Brakelkwartier
3637600;Buurt 3
3637601;Buurt 2
3637700;Slotermeer Zuid
3637701;Noordoever Sloterplas
3637702;Buurt 4 Oost
3637703;Buurt 5 Noord
3637704;Sloterpark
3637705;Buurt 5 Zuid
3637800;Buurt 6
3637801;Buurt 7
3637802;Buurt 8
3637803;Buurt 9
3637804;Eendrachtspark
3637900;Osdorper Binnenpolder
3637901;Buurt 10
3638000;Ookmeer
3638001;Osdorper Bovenpolder
3638002;Bedrijvenpark Lutkemeer
3638100;Wildeman
3638101;Meer en Oever
3638102;Osdorpplein e.o.
3638103;Calandlaan/Lelylaan
3638104;Osdorp Zuidoost
3638200;Osdorp Midden Noord
3638201;Osdorp Midden Zuid
3638202;Zuidwestkwadrant Osdorp Noord
