GWBcode8;GWBlabel
36368;Waterlandpleinbuurt
36369;Buikslotermeer
36370;Banne Buiksloot
36371;Noordelijke IJ-oevers West
36372;Noordelijke IJ-oevers Oost
36373;Waterland
36374;Elzenhagen
36375;Chassébuurt
36376;Slotermeer-Noordoost
36377;Slotermeer-Zuidwest
36378;Geuzenveld
36379;Eendracht
36380;Lutkemeer/Ookmeer
36381;Osdorp-Oost
36382;Osdorp-Midden
36383;De Punt
36384;Middelveldsche Akerpolder
36385;Slotervaart Noord
36386;Overtoomse Veld
36387;Westlandgracht
36388;Sloter-/Riekerpolder
36389;Slotervaart Zuid
36390;Buitenveldert-West
36391;Buitenveldert-Oost
36392;Amstel III/Bullewijk
36393;Bijlmer Centrum (D,F,H)
36394;Bijlmer Oost (E,G,K)
36395;Nellestein
36396;Holendrecht/Reigersbos
36397;Gein
36398;Driemond
37000;Wijk 00 Beemster
37001;Wijk 01 Zuidoostbeemster
37301;Wijk 01 Bergen Binnen
37302;Wijk 02 Bergen aan Zee
37303;Wijk 03 Buitengebied Bergen
37304;Wijk 04 Egmond aan Zee
37305;Wijk 05 Egmond-Binnen
37306;Wijk 06 Egmond aan den Hoef
37307;Wijk 07 Schoorl
37500;Centrum
37501;Vondelkwartier
37502;Oranjebuurt
37503;Kuenenkwartier
37504;Warande
37505;Noordwestelijk tuinbouwgebied
37506;Oosterwijk en Zwaansmeer
37507;Meerestein
37508;Wijk aan Zee
37509;de Pijp en Wijkerbroek
37510;Broekpolder
37601;Blaricum
37700;Wijk 00 Bloemendaal
37701;Wijk 01 Overveen
37702;Wijk 02 Aerdenhout
37703;Wijk 03 Vogelenzang
37704;Wijk 04 Bennebroek
38300;Wijk 00 Centrum
38301;Wijk 01 Castricum-Noord
38302;Wijk 02 Castricum-Oost
38303;Wijk 03 Castricum-Zuid
38304;Wijk 04 Bakkum
38305;Wijk 05 Akersloot
38306;Wijk 06 De Woude
38307;Wijk 07 Limmen
38400;Wijk 00 Diemen-Zuid
38401;Wijk 01 Diemen-Centrum
38402;Wijk 02 Diemen-Noord
38500;Wijk 00 Edam
38501;Wijk 01 Purmer
38502;Wijk 02 Volendam
38503;Wijk 03 Beets
38504;Wijk 04 Oosthuizen
38505;Wijk 05 Warder
38506;Wijk 06 Middelie
38507;Wijk 07 Kwadijk
38508;Wijk 08 Schardam
38509;Wijk 09 Hobrede
38800;Wijk 00
38801;Wijk 01
39201;Oude Stad
39202;Haarlemmerhoutkwartier
39203;Zijlwegkwartier
39204;Houtvaartkwartier
39205;Duinwijk
39206;Waarder- en Veerpolder
39207;Amsterdamsewijk
39208;Slachthuiswijk
39209;Parkwijk
39210;Transvaalwijk
39211;Indischewijk
39212;Ter Kleefkwartier
39213;Te Zaanenkwartier
39214;Vogelenwijk
39215;Delftwijk
39216;Vondelkwartier
39217;Spaarndam
39218;Europawijk
39219;Boerhaavewijk
39220;Molenwijk
39221;Meerwijk
39300;Wijk 00
39401;Hoofddorp
39402;Nieuw-Vennep
39403;Zwanenburg
39404;Lijnden / Boesingheliede
39405;Badhoevedorp
39406;Aalsmeerderbrug/ Oude Meer/ Rozenburg / Schiphol
39407;Rijsenhout
39408;Burgerveen / Leimuiderbrug / Weteringbrug
39409;Abbenes / Buitenkaag
39410;Lisserbroek
39411;Beinsdorp
39412;Zwaanshoek
39413;Cruquius
39415;Vijfhuizen
39416;Schiphol
39601;Wijk 01 Heemskerk-Dorp
39602;Wijk 02 Commandeurs en Marquette
39603;Wijk 03 Hofland, Oosterwijk en Zuidbroek
39604;Wijk 04 Heemskerkerduin en Noorddorp
39605;Wijk 05 Poelenburg en Oosterzij
39606;Wijk 06 Noordbroek en De Trompet
39607;Wijk 07 Kerkbeek
39608;Wijk 08 Assumburg
39609;Wijk 09 Hoogdorp en Waterakkers
39610;Wijk 10 Broekpolder
39611;Wijk 11 Oostelijk Heemskerk
39700;Wijk 00 Heemstede-Centrum
39701;Wijk 01 Heemstede-Zuid
39702;Wijk 02 Heemstede west van de spoorbaan
39801;Wijk 01 Schrijverswijk
39802;Wijk 02 Schilderswijk
39804;Wijk 04 Planetenwijk
39806;Wijk 06 Bomen- Recreatiewijk
39807;Wijk 07 Heemradenwijk
39808;Wijk 08 Edelstenenwijk
39809;Wijk 09 Stadshart
39810;Wijk 10 Molenwijk
39811;Wijk 11 Rivierenwijk
39812;Wijk 12 Bedrijventerrein
39813;Wijk 13 Butterhuizen
39814;Wijk 14 Oostertocht
39815;Wijk 15 Zuidwijk
39816;Wijk16 Huygenhoek
39817;Wijk 17 Stad van de Zon
39818;Wijk 18 De Draai
39819;Wijk 19 Broekhorn
39820;Wijk 20 De Noord
39830;Wijk 30 Buitengebied Noord
39840;Wijk 40 't Kruis
39850;Wijk 50 Buitengebied Zuid
39901;Wijk 01 Blockhovepark
39902;Wijk 02 Heiloo Noord-West
39903;Wijk 03 Heiloo-Midden
39904;Wijk 04 Heiloo-West
39905;Wijk 05 Stationsomgeving
39906;Wijk 06 Ypestein
39907;Wijk 07 Heiloo-Oost
39908;Wijk 08 Heiloo Zuid-West
40001;Wijk 01 Stad binnen de Linie-Oost
40002;Wijk 02 Stad binnen de Linie-West
40003;Wijk 03 Nieuw Den Helder-West
40004;Wijk 04 Nieuw Den Helder-Oost
40005;Wijk 05 De Schooten
40006;Wijk 06 Het Koegras
40007;Wijk 07 Duinzoom
40008;Wijk 08 Julianadorp
40201;Centrum
40202;Noordwest
40203;Zuidwest
40204;Zuid
40205;Zuidoost
40206;Oost
40207;Noordoost
40208;Hilversumse Meent
40209;Landelijk Gebied
40510;Wijk 10 Binnenstad
40511;Wijk 11 Venenlaan-kwartier
40512;Wijk 12 Hoorn-Noord
40513;Wijk 13 Grote Waal
40520;Wijk 20 Risdam-Zuid
40521;Wijk 21 Risdam-Noord
40522;Wijk 22 Nieuwe Steen
40530;Wijk 30 Zwaag
40531;Wijk 31 Blokker
40532;Wijk 32 Kersenboogerd-Noord
40533;Wijk 33 Kersenboogerd-Zuid
40534;Wijk 34 Hoorn 80
40535;Wijk 35 Bangert en Oosterpolder
40536;Wijk 36 Noord
40600;Wijk 00 Oude Dorp
40601;Wijk 01 Westereng
40602;Wijk 02 Buitenwijken
40603;Wijk 03 Erica en Tafelberg
40604;Wijk 04 Staatslieden en Componistenbuurt
40605;Wijk 05 Havengebied
40606;Wijk 06 Zenderwijk en Bovenweg
40607;Wijk 07 Stad en Lande
40608;Wijk 08 Huizermaat West en Zuid
40609;Wijk 09 Huizermaat Noord
40610;Wijk 10 Bijvanck
40611;Wijk 11 Bovenmaten
40612;Wijk 12 Hogemaat
41500;Wijk 00 Landsmeer
41501;Wijk 01 Ilpendam
41600;Wijk 00
41703;Laren
42000;Wijk 00
42001;Wijk 01 Wognum
42002;Wijk 02 Nibbixwoud en Wijzend
42003;Wijk 03 Zwaagdijk-West
42004;Wijk 04 Noorder Koggenland
42005;Wijk 05 Sijbekarspel
42006;Wijk 06 Hauwert
42007;Wijk 07 Twisk
42008;Wijk 08 Opperdoes
42009;Wijk 09 Abbebroek
42010;Wijk 00 Andijk
42011;Wijk 11 Wervershoof
42012;Wijk 12 Zwaagdijk
43100;Wijk 00
43200;Wijk 00
43201;Wijk 01
43202;Wijk 02
43700;Wijk 00
43901;Wijk 01 Centrum
43902;Wijk 02 Overwhere
43903;Wijk 03 Wheermolen
43904;Wijk 04 Gors
43905;Wijk 05 Purmer-Noord
43906;Wijk 06 Purmer-Zuid
43907;Wijk 07 Weidevenne
44100;Wijk 00
44101;Wijk 01 Harenkarspel
44102;Wijk 02 Sint Maarten
44103;Wijk 03 Warmenhuizen
44104;Wijk 04 Zijpe
44800;Wijk 00 Het Oude Land en duingebied
44801;Wijk 01 Het Nieuwe Land
45000;Wijk 00 Uitgeest
45115;Wijk 15 Dorpscentrum
45125;Wijk 25 Thamerdal
45135;Wijk 35 Zijdelwaard
45145;Wijk 45 Legmeer
45150;Wijk 50 Langs de Vuurlinie
45155;Wijk 55 Veilinggebied
45165;Wijk 65 Meerwijk
45175;Wijk 75 Bedrijventerrein
45185;Wijk 85 Meerwijk
45190;Wijk 90 Glastuinbouwgebied
45195;Wijk 95 Veenweidegebied
45300;Wijk 00 Velsen-Zuid en Driehuis
45301;Wijk 01 IJmuiden-Noord
45302;Wijk 02 IJmuiden-Zuid
45303;Wijk 03 IJmuiden-West
45304;Wijk 04 Zee- en Duinwijk
45305;Wijk 05 Velsen-Noord
45306;Wijk 06 Santpoort-Noord
45307;Wijk 07 Santpoort-Zuid
45308;Wijk 08 Velserbroek
45309;Wijk 09 Spaarndammerpolder
45700;Binnenstad
45701;Zuid
45702;Noord
45703;Hogewey
45704;Aetsveld
45707;Aetsveldsepolder
45708;Oostelijke Vechtoever
45709;Bloemendalerpolder
47301;Zandvoort Noord
47302;Zandvoort Zuid
47303;Bentveld
47304;Buitengebied
47911;Wijk 11 Zaandam Zuid
47912;Wijk 12 Poelenburg
47913;Wijk 13 Pelders- en Hoornseveld
47914;Wijk 14 Rosmolenwijk
47915;Wijk 15 Kogerveldwijk
47916;Wijk 16 Zaandam Noord
47921;Wijk 21 Oude Haven
47922;Wijk 22 Zaandam West
47923;Wijk 23 Nieuw West
47931;Wijk 31 Oud Koog a/d Zaan
47932;Wijk 32 Westerkoog
47941;Wijk 41 Oud Zaandijk
47942;Wijk 42 Rooswijk
47951;Wijk 51 Wormerveer
47961;Wijk 61 Krommenie Oost
47962;Wijk 62 Krommenie West
47971;Wijk 71 Assendelft-Zuid
47972;Wijk 72 Assendelft-Noord
47981;Wijk 81 Westzaan
48201;Wijk 01 Centrum
48202;Wijk 02 Kinderdijk
48203;Wijk 03 Blokweer
48204;Wijk 04 Souburgh
48205;Wijk 05 Bedrijventerrein
48206;Wijk 06 Landelijk gebied
48401;Oudshoorn
48402;Ridderveld
48403;Zegersloot
48404;Hoorn
48405;Hoge Zijde
48406;Lage Zijde
48407;Steekterpolder
48408;Kerk en Zanen
48409;Rietveld
48431;Benthuizen
48445;Aarlanderveen
48470;Boskoop
48471;Zwammerdam
48491;Hazerswoude-Dorp
48494;Hazerswoude-Rijndijk
48496;Koudekerk aan den Rijn
48901;Wijk 01 Centrum
48902;Wijk 02 Noord
48903;Wijk 03 Binnenland
48904;Wijk 04 Oranjewijk
48905;Wijk 05 Buitenoord
48906;Wijk 06 Ter Leede
48907;Wijk 07 Paddewei
48908;Wijk 08 Molenvliet
48909;Wijk 09 Nieuweland
48910;Wijk 10 Dorpzicht
48911;Wijk 11 Bijdorp
48912;Wijk 12 Smitshoek
48913;Wijk 13 Voordijk
48914;Wijk 14 Meerwede
48915;Wijk 15 Waterkant
48916;Wijk 16 Havenkwartier
48917;Wijk 17 Gaatkensoog
48918;Wijk 18 Riederhoek
48919;Wijk 19 Vrijheidsakker
48920;Wijk 20 Vrijenburg
48930;Wijk 30 Buitengebied Noord
48931;Wijk 31 Buitengebied Zuid
48950;Wijk 50 Bedrijventerreinen
49800;Wijk 00 Hoogkarspel
49801;Wijk 01 Westwoud
49802;Wijk 02 Oosterblokker
49803;Wijk 03 Venhuizen
49804;Wijk 04 Wijdenes
49805;Wijk 05 Schellinkhout
50100;Wijk 00 Brielle
50101;Wijk 01 Vierpolders
50102;Wijk 02 Zwartewaal
50103;Wijk 03 Recreatiestrook Brielse Maas
50201;Capelle West en 's Gravenland
50202;Middelwatering West
50203;Middelwatering Oost
50204;Oostgaarde Zuid
50205;Oostgaarde Noord
50206;Schenkel
50207;Schollevaar Zuid
50208;Schollevaar Noord
50209;Rivium
50311;Wijk 11 Binnenstad
50312;Wijk 12 Vrijenban
50313;Wijk 13 Hof van Delft
50314;Wijk 14 Voordijkshoorn
50316;Wijk 16 Delftse Hout
50322;Wijk 22 Tanthof-West
50323;Wijk 23 Tanthof-Oost
50324;Wijk 24 Voorhof
50325;Wijk 25 Buitenhof
50326;Wijk 26 Abtswoude
50327;Wijk 27 Schieweg
50328;Wijk 28 Wippolder
50329;Wijk 29 Ruiven
50501;Wijk 01 Binnenstad
50502;Wijk 02 Noordflank
50503;Wijk 03 Oud Krispijn
50504;Wijk 04 Nieuw-krispijn
50505;Wijk 05 Het Reeland
50506;Wijk 06 Staart
50507;Wijk 07 Wielwijk
50508;Wijk 08 Crabbehof/Zuidhoven
50509;Wijk 09 Sterrenburg
50510;Wijk 10 Dubbeldam
50511;Wijk 11 Stadspolders
50519;Wijk 19 Industriegebied West
50598;Wijk 98 Verspreide bebouwing
51201;Wijk 01 Gorinchem binnenstad
51202;Wijk 02 Wijdschild
51203;Wijk 03 Lingewijk
51204;Wijk 04 haarwijk
51205;Wijk 05 Stalkaarsen
51206;Wijk 06 Gildenwijk
51207;Wijk 07 Schelluinsestraat
51208;Wijk 08 Avelingen Oost
51209;Wijk 09 Avelingen West
51210;Wijk 10 Molenvliet
51211;Wijk 11 laag Dalem
51212;Wijk 12 Dalem
51213;Wijk 13 Hoog Dalem
51214;Wijk 14 Bedrijventerrein Oost
51215;Wijk 15 Papland
51216;Wijk 16 schotdeuren
51217;Wijk 17 Bedrijventerrein Noord
51218;Wijk 18 Landelijk gebied West
51219;Wijk 19 Landelijk gebied Noord
51220;Wijk 20 Landelijk gebied Oost
51221;Wijk 21 Landelijk gebied Zuid
51301;Binnenstad
51302;De Korte Akkeren
51303;Bloemendaal
51304;Plaswijck
51305;Noord
51306;Kort Haarlem
51307;Goverwelle
51308;Stolwijkersluis
51309;Westergouwe
51801;Wijk 01 Oostduinen
51802;Wijk 02 Belgisch Park
51803;Wijk 03 Westbroekpark en Duttendel
51804;Wijk 04 Benoordenhout
51805;Wijk 05 Archipelbuurt
51806;Wijk 06 Van Stolkpark en Scheveningse Bosjes
51807;Wijk 07 Scheveningen
51808;Wijk 08 Duindorp
51809;Wijk 09 Geuzen- en Statenkwartier
51810;Wijk 10 Zorgvliet
51811;Wijk 11 Duinoord
51812;Wijk 12 Bomen- en Bloemenbuurt
51813;Wijk 13 Vogelwijk
51814;Wijk 14 Bohemen en Meer en Bos
51815;Wijk 15 Kijkduin en Ockenburgh
51816;Wijk 16 Kraayenstein en de Uithof
51817;Wijk 17 Loosduinen
51818;Wijk 18 Waldeck
51819;Wijk 19 Vruchtenbuurt
51820;Wijk 20 Valkenboskwartier
51821;Wijk 21 Regentessekwartier
51822;Wijk 22 Zeeheldenkwartier
51823;Wijk 23 Willemspark
51824;Wijk 24 Haagse Bos
51825;Wijk 25 Mariahoeve en Marlot
51826;Wijk 26 Bezuidenhout
51827;Wijk 27 Stationsbuurt
51828;Wijk 28 Centrum
51829;Wijk 29 Schildersbuurt
51830;Wijk 30 Transvaalkwartier
51831;Wijk 31 Rustenburg en Oostbroek
51832;Wijk 32 Leyenburg
51833;Wijk 33 Bouwlust en Vrederust
51834;Wijk 34 Morgenstond
51835;Wijk 35 Zuiderpark
51836;Wijk 36 Moerwijk
51837;Wijk 37 Groente- en Fruitmarkt
51838;Wijk 38 Laakkwartier en Spoorwijk
51839;Wijk 39 Binckhorst
51840;Wijk 40 Wateringse Veld
51841;Wijk 41 Hoornwijk
51842;Wijk 42 Ypenburg
51843;Wijk 43 Forepark
51844;Wijk 44 Leidschenveen
52300;Wijk 00
53000;Wijk 00 Hellevoet
53001;Wijk 01 Nieuw-Helvoet
53002;Wijk 02 Nieuwenhoorn
53003;Wijk 03 De Struyten
53004;Wijk 04 De Kooistee
53005;Wijk 05 Den Bonsen Hoek
53006;Wijk 06 Ravense Hoek
53007;Wijk 07 Centrumgebied
53008;Wijk 08 Kickers Bloem
53009;Wijk 09 Buitengebied
53010;Oudenhoorn
53101;Wijk 01 Centrum
53102;Wijk 02 Krommeweg
53103;Wijk 03 De Volgerlanden
53104;Wijk 04 Sandelingen-Ambacht
53105;Wijk 05 De Oevers
53200;Wijk 00
53201;Wijk 01
53401;Centrum
53402;Noord
53403;Elsbroek
53404;Buitengebied
53701;Katwijk Noord
53702;'t Heen
53703;Katwijk aan den Rijn
53705;Katwijk aan Zee
53706;Landelijk gebied Katwijk
53707;Rijnsburg
53708;Valkenburg
54200;Wijk 00 Krimpen aan den IJssel
54500;Wijk 00 Leerdam
54600;Binnenstad-Zuid
54601;Binnenstad-Noord
54602;Stationsdistrict
54603;Leiden-Noord
54604;Roodenburgerdistrict
54605;Bos- en Gasthuisdistrict
54606;Morsdistrict
54607;Boerhaavedistrict
54608;Merenwijkdistrict
54609;Stevenshofdistrict
54700;Wijk 00
54701;Wijk 01
54702;Wijk 02
55301;Wijk 01 De Loosters
55302;Wijk 02 Halfweg
55303;Wijk 03 Meer en Duin
55304;Wijk 04 De Blinkerd
55305;Wijk 05 Meerenburgh
55306;Wijk 06 Oranjewijk
55307;Wijk 07 Zeeheldenwijk
55308;Wijk 08 Bloemenwijk
55309;Wijk 09 Centrum
55310;Wijk 10 Berkhout
55311;Wijk 11 Van Rijckevorsel
55312;Wijk 12 Componistenwijk
55313;Wijk 13 Schilderswijk
55314;Wijk 14 Vogelwijk
55315;Wijk 15 Dever
55316;Wijk 16 Geestwater
55317;Wijk 17 Vrouwenpolder
55318;Wijk 18 Lisse Rond
55319;Wijk 19 De Engel
55320;Wijk 20 Ter Beek
55321;Wijk 21 Roovers Broek
55601;Wijk 01 Taanschuurpolder
55602;Wijk 02 Dijkpolder
55603;Sluispolder
55604;Wijk 04 Kapelpolder
55605;Wijk 05 Burgemeesterswijk
55606;Wijk 06 Steendijkpolder
55607;Wijk 07 Aalkeetpolder
55608;Wijk 08 Wilgenrijk
56900;Wijk 00
56901;Wijk 01 Nieuwveen
56902;Wijk 02 Zevenhoven
56903;Wijk 03 Ter Aar
57500;Wijk 00 Noordwijk-Binnen
57501;Wijk 01 Noordwijk Aan Zee
57600;Wijk 00
57900;Wijk 00 Oegstgeest
58400;Wijk 00
58500;Wijk 00 Heinenoord
58501;Wijk 01 Mijnsheerenland
58502;Wijk 02 Westmaas
58503;Wijk 03 Maasdam
58504;Wijk 04 Puttershoek
58505;Wijk 05 's-Gravendeel
58800;Wijk 00 Nieuw-Beijerland
58801;Wijk 01 Piershil
58802;Wijk 02 Goudswaard
58803;Wijk 03 Zuid-Beijerland
58901;Hekendorp
58902;Oudewater
58903;Papekop
58904;Snelrewaard
59000;Wijk 00 Papendrecht
59701;Centrum
59702;West
59703;Oost
59704;Drievliet
59705;Het Zand
59706;Slikkerveer
59707;Bolnes
59708;Rijsoord
59709;Oostendam
59710;Donkersloot
59711;Verenambacht
59712;Cornelisland
59901;Rotterdam Centrum
59903;Delfshaven
59904;Overschie
59905;Noord
59906;Hillegersberg-Schiebroek
59908;Kralingen-Crooswijk
59910;Feijenoord
59912;IJsselmonde
59913;Pernis
59914;Prins Alexander
59915;Charlois
59916;Hoogvliet
59917;Hoek van Holland
59918;Spaanse Polder
59919;Nieuw Mathenesse
59921;Waalhaven-Eemhaven
59922;Vondelingenplaat
59923;Botlek-Europoort-Maasvlakte
59924;Rotterdam-Noord-West
59925;Rivium
59926;Bedrijventerrein Schieveen
59927;Rozenburg
60301;Wijk 01
60302;Wijk 02
60303;Wijk 03
60304;Wijk 04
60305;Wijk 05
60306;Wijk 06
60307;Wijk 07
60308;Wijk 08
60309;Wijk 09
60310;Wijk 10
60311;Wijk 11
60600;Wijk 00 Centrum
60601;Wijk 01 Oost
60602;Wijk 02 Tussen Havens en Grachten
60603;Wijk 03 West
60604;Wijk 04 Zuid
60605;Wijk 05 Nieuw Mathenesse
60606;Wijk 06 Nieuwland
60607;Wijk 07 Groenoord en Kethel
60608;Wijk 08 Industriegebied ten noorden van Rijksweg
60609;Wijk 09 Woudhoek/Spaland /Sveaparken
61001;Wijk 01 Sliedrecht-West
61002;Wijk 02 Sliedrecht-Centrum
61003;Wijk 03 Sliedrecht-Oost
61004;Wijk 04 Sliedrecht-Noord
61100;Wijk 00 Numansdorp
61101;Wijk 01 Klaaswaal
61301;Wijk 01 Poortugaal-Noord
61302;Wijk 02 Rhoon-Noord
61303;Wijk 03 Poortugaal-Zuid
61304;Wijk 04 Rhoon-Zuid
61305;Wijk 05 Buitengebied Albrandswaard
61306;Wijk 06 Portland
61307;Wijk 07 Rotterdam-Albrandswaard
61400;Wijk 00 Rockanje
61401;Wijk 01 Oostvoorne
61700;Wijk 00 Strijen en buitengebied
62000;Wijk 00 Vianen
62001;Wijk 01 Hagestein
62002;Wijk 02 Everdingen
62201;Centrum
62202;Westwijk
62203;Vettenoordse Polder
62204;Oostwijk
62205;Vlaardinger Ambacht
62206;Holy Zuid
62207;Holy Noord
62208;Broekpolder
62600;Wijk 00
62701;Wijk 01
62702;Wijk 02
62703;Wijk 03
62704;Wijk 04
62900;Wijk 00 Zuidwestelijk deel der gemeente
62901;Wijk 01 Noordoostelijk deel der gemeente
63201;Wijk 01 Woerden-Midden
63202;Wijk 02 Woerden-West
63203;Wijk 03 Woerden-Oost
63204;Wijk 04 Buitengebied Woerden-West
63205;Wijk 05 Buitengebied Woerden-Oost
63206;Wijk 06 Harmelen
63207;Wijk 07 Kamerik
63208;Wijk 08 Zegveld
63700;Centrum
63701;Meerzicht
63702;Buytenwegh de Leyens
63703;Seghwaert
63704;Noordhove
63705;Rokkeveen
63706;Oosterheem
63708;Industriegebied
63709;Buitengebied
63800;Zoeterwoude-Dorp
63801;Westeinde
63802;Zuidbuurt
63803;Weipoort
63804;Gelderswoude
63809;Verspreide huizen
63810;Zoeterwoude-Rijndijk
64201;Wijk 01 Walburg
64202;Wijk 02 Centrum
64203;Wijk 03 Noord
64204;Wijk 04 Heer Oudelands Ambacht
64205;Wijk 05 Kort Ambacht
64206;Wijk 06 Nederhoven
64207;Wijk 07 Verspreide bebouwing
64208;Wijk 08 Bebouwde kom Heerjansdam
64209;Wijk 09 Landelijk gebied Heerjansdam
65401;Baarland
65402;Borssele
65403;Driewegen
65404;Ellewoutsdijk
65405;Heinkenszand
65406;Hoedekenskerke
65407;Kwadendamme
65408;Lewedorp
65409;Nieuwdorp
65410;Nisse
65411;Oudelande
65412;Ovezande
65413;'s-Gravenpolder
65414;'s-Heer Abtskerke
65415;'s-Heerenhoek
66401;Wijk 01 Goes
66402;Wijk 02 Wilhelminadorp
66403;Wijk 03 Kloetinge
66404;Wijk 04 Kattendijke
66405;Wijk 05 's-Heer-Arendskerke
66406;Wijk 06 Eindewege
66407;Wijk 07 's-Heer-Hendrikskinderen
66408;Wijk 08 Wolphaartsdijk
66409;Wijk 09 Oud-Sabbinge
66801;Wijk 01 Alphen
66802;Wijk 02 Altforst
66803;Wijk 03 Appeltern
66804;Wijk 04 Beneden-Leeuwen
66805;Wijk 05 Boven-Leeuwen
66806;Wijk 06 Dreumel
66807;Wijk 07 Maasbommel
66808;Wijk 08 Wamel
67701;Wijk 01 Hulst
67702;Wijk 02 St. Jansteen
67703;Wijk 03 Clinge
67704;Wijk 04 Grauw
67705;Wijk 05 Heikant
67706;Wijk 06 Nieuw Namen
67707;Wijk 07 Kapellebrug
67708;Wijk 08 Kloosterzande
67709;Wijk 09 Lamswaarde
67710;Wijk 10 Ter Hole
67711;Wijk 11 Vogelwaarde
67712;Wijk 12 Hengstdijk
67713;Wijk 13 Ossenisse
67800;Wijk 00 Kapelle
67801;Wijk 01 Wemeldinge
67802;Wijk 02 Schore
68700;Middelburg-Centrum
68701;Middelburg-Noord
68702;Middelburg-Zuidwest
68703;Middelburg-Zuidoost
68704;Nieuw- en Sint Joosland
68705;Arnemuiden
68900;Wijk 00 Kern Giessenburg
68901;Wijk 01 Giessenburg-West en -Zuid
68902;Wijk 02 Giessenburg-Oost
68903;Wijk 03 Verspreide huizen Giessenburg
68904;Wijk 04 Arkel
68905;Wijk 05 Hoogblokland
68906;Wijk 06 Hoornaar
68907;Wijk 07 Noordeloos
68908;Wijk 08 Schelluinen
70300;Wijk 00 Yerseke
70301;Wijk 01 Kruiningen
70302;Wijk 02 Krabbendijke
70303;Wijk 03 Waarde
70304;Wijk 04 Rilland-Bath
70305;Wijk 05 Hansweert
70306;Wijk 06 Oostdijk
70701;Wijk 01 Lexmond
70702;Wijk 02 Ameide
70703;Wijk 03 Tienhoven
70704;Wijk 04 Meerkerk
70705;Wijk 05 Hei- en Boeicop
70706;Wijk 06 Leerbroek
70707;Wijk 07 Nieuwland
71501;Terneuzen Centrum
71504;Terneuzen West
71507;Terneuzen Zuid
71510;Terneuzen Noord
71513;Terneuzen Oost
71516;Buitengebied Terneuzen
71519;Kern Axel
71522;Buitengebied Axel
71525;Kern Biervliet
71528;Buitengebied Biervliet
71531;Kern Hoek
71534;Buitengebied Hoek
71537;Kern Koewacht
71540;Buitengebied Koewacht
71543;Kern Overslag
71546;Buitengebied Overslag
71549;Kern Philippine
71552;Buitengebied Philippine
71555;Kern Sas van Gent
71558;Buitengebied Sas van Gent
71561;Kern Sluiskil
71564;Buitengebied Sluiskil
71567;Kern Spui
71570;Buitengebied Spui
71573;Kern Westdorpe
71576;Buitengebied Westdorpe
71579;Kern Zaamslag
71582;Buitengebied Zaamslag
71585;Kern Zuiddorpe
71588;Buitengebied Zuiddorpe
71600;Tholen
71601;Poortvliet
71602;Scherpenisse
71603;Sint-Maartensdijk
71604;Stavenisse
71605;Sint-Annaland
71606;Oud-Vossemeer
71607;Sint Philipsland
71700;Wijk 00 Veere
71701;Wijk 01 Gapinge
71702;Wijk 02 Vrouwenpolder
71703;Wijk 03 Serooskerke
71704;Wijk 04 Domburg
71705;Wijk 05 Oostkapelle
71706;Wijk 06 Aagtekerke
71707;Wijk 07 Grijpskerke
71708;Wijk 08 Meliskerke
71709;Wijk 09 Koudekerke
71710;Wijk 10 Biggekerke
71711;Wijk 11 Zoutelande
71712;Wijk 12 Westkapelle
71801;Binnenstad
71802;Middengebied
71803;Paauwenburg - Westduin
71804;Lammerenburg
71805;Oost-Souburg
71806;Ritthem e.o.
71807;Binnen- en Buitenhavens
71808;Sloegebied
73300;Wijk 00 Asperen
73301;Wijk 01 Heukelum
73302;Wijk 02 Vuren
73303;Wijk 03 Herwijnen
73601;Mijdrecht
73602;de Hoef
73603;Amstelhoek
73604;Vinkeveen
73605;Waverveen
73606;Wilnis
73607;Abcoude
73608;Baambrugge
73700;Wijk 00 Burgum
73701;Wijk 01 Aldtsjerk
73702;Wijk 02 Mûnein
73703;Wijk 03 Ryptsjerk
73704;Wijk 04 Tytsjerk
73705;Wijk 05 Earnewâld
73706;Wijk 06 Sumar
73707;Wijk 07 Eastermar
73708;Wijk 08 Noordburgum
73709;Wijk 09 Hurdegaryp
73800;Wijk 00 Wijk en Aalburg
73801;Wijk 01 Veen
73802;Wijk 02 Genderen
73803;Wijk 03 Eethen
73804;Wijk 04 Meeuwen
73805;Wijk 05 Drongelen
73806;Wijk 06 Babyloniënbroek
74300;Wijk 00 Asten
74301;Wijk 01 Heusden
74302;Wijk 02 Ommel
74308;Wijk 08
74309;Wijk 09
74400;Wijk 00 Baarle - Nassau
74401;Wijk 01 Ulicoten
74402;Wijk 02
74800;Wijk 00 Bergen op Zoom-Oude stad en omgeving
74801;Wijk 01 Bergen op Zoom-Noord
74802;Wijk 02 Bergen op Zoom-Oost
74803;Wijk 03 Bergen op Zoom-West
74804;Wijk 04 Halsteren
74805;Wijk 05 Lepelstraat
75300;Wijk 00 Best
75500;Wijk 00 Boekel
75501;Wijk 01 Venhorst
75600;Wijk 00 Boxmeer
75601;Wijk 01 Sambeek
75602;Wijk 02 Beugen
75603;Wijk 03 Oeffelt
75604;Wijk 04 Rijkevoort
75605;Wijk 05 Vortum-Mullem
75606;Wijk 06 Vierlingsbeek
75607;Wijk 07 Overloon
75608;Wijk 08 Maashees
75609;Wijk 09 Holthees
75700;Wijk 00 Boxtel
75701;Wijk 01 Lennisheuvel
75702;Wijk 02 Liempde
75800;Breda Centrum
75801;Breda Noord
75802;Breda Oost
75803;Breda Zuid-Oost
